어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
신현대어린이집,전라남도,전라남도,화순군,48,9,전라남도 화순군 화순읍 노대길 7,061-375-6782,061-375-6781,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아기천사어린이집,전라남도,전라남도,화순군,13,6,"전라남도 화순군 화순읍 광덕로 213 607동 101호(, 화순부영아파트)",061-375-9685,061-373-9685,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이조아어린이집,전라남도,전라남도,화순군,19,8,"전라남도 화순군 화순읍 광덕로 203 103동 104호(, 금호타운)",061-375-0585,,3,0,14,운영(신고),http://info.childcare.go.kr,2020-06-30
아테네어린이집,전라남도,전라남도,화순군,55,2,전라남도 화순군 화순읍 칠충로 83-12,061-374-1516,061-375-1516,8,1,3,미운영,http://info.childcare.go.kr,2020-06-30
예닮어린이집,전라남도,전라남도,화순군,11,2,"전라남도 화순군 화순읍 광덕로 202 502동 107호(, 부영5차아파트)",061-372-5201,,3,0,4,미운영,http://info.childcare.go.kr,2020-06-30
오순도순어린이집,전라남도,전라남도,화순군,19,5,"전라남도 화순군 화순읍 칠충로 83-11 106동 103호(대리, 한국하이빌)",061-375-0176,061-375-0176,4,0,3,운영(신고),http://info.childcare.go.kr,2020-06-30
유창2차어린이집,전라남도,전라남도,화순군,14,3,"전라남도 화순군 화순읍 광덕로 165 102동 105호(만연리, 유창허니문맨션)",061-372-6869,,2,0,10,운영(신고),http://info.childcare.go.kr,2020-06-30
은광어린이집,전라남도,전라남도,화순군,14,5,전라남도 화순군 화순읍 진각로 242-21,061-375-4272,061-374-4272,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
이솝어린이집,전라남도,전라남도,화순군,19,7,"전라남도 화순군 화순읍 칠충로 83-11 102동 102호(대리, 한국하이빌)",061-375-5152,061-375-1005,4,0,12,운영(신고),http://info.childcare.go.kr,2020-06-30
재능어린이집,전라남도,전라남도,화순군,40,6,전라남도 화순군 능주면 정암길 24-1,061-373-3630,061-372-8110,8,1,5,운영(신고),http://info.childcare.go.kr,2020-06-30
잰둥이어린이집,전라남도,전라남도,화순군,30,9,전라남도 화순군 화순읍 부처샘길 6-2,061-375-5201,,4,0,3,운영(신고),http://info.childcare.go.kr,2020-06-30
참사랑어린이집,전라남도,전라남도,화순군,11,6,"전라남도 화순군 화순읍 광덕로 180 301동 103호(만연리, 부영3차아파트)",061-371-4647,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
천사어린이집,전라남도,전라남도,화순군,16,5,"전라남도 화순군 화순읍 광덕로 156 101동 110호(, 화순청전아파트)",061-374-6289,061-374-6288,3,0,16,운영(신고),http://info.childcare.go.kr,2020-06-30
초록어린이집,전라남도,전라남도,화순군,135,16,전라남도 화순군 화순읍 둔버리길 3,061-375-5656,061-375-6565,9,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
코코베베어린이집,전라남도,전라남도,화순군,13,5,"전라남도 화순군 화순읍 광덕로 213 605동 101호(, 화순부영아파트)",061-371-1109,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
튼튼이어린이집,전라남도,전라남도,화순군,20,4,"전라남도 화순군 화순읍 광덕로 139 101동 102호(광덕리, 미륭)",061-372-5595,,4,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
푸른솔어린이집,전라남도,전라남도,화순군,87,5,전라남도 화순군 화순읍 유천길 40,061-373-6730,061-371-6730,7,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
하늘숲어린이집,전라남도,전라남도,화순군,30,8,전라남도 화순군 광덕로 205,061-375-3213,061-375-3213,3,0,4,운영(신고),http://kmss1023.happyihome.com,2020-06-30
해달별어린이집,전라남도,전라남도,화순군,18,7,전라남도 화순군 화순읍 대리길 41 102동 103호(광신프로그레스),061-373-5353,061-375-5357,4,0,13,운영(신고),http://info.childcare.go.kr,2020-06-30
현대어린이집,전라남도,전라남도,화순군,209,15,전라남도 화순군 화순읍 노대길 7,061-375-6780,061-375-6781,16,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
화순 한양립스어린이집,전라남도,전라남도,화순군,46,11,전라남도 화순군 화순읍 충의로 8-11,061-927-1820,061-927-1821,46,2,10,운영(신고),http://info.childcare.go.kr,2020-06-30
화순YMCA어린이집,전라남도,전라남도,화순군,98,10,전라남도 화순군 화순읍 안양산로 14,061-372-0088,061-375-5062,5,1,14,운영(신고),http://info.childcare.go.kr,2020-06-30
화순나라어린이집,전라남도,전라남도,화순군,136,21,전라남도 화순군 화순읍 대리길 12,061-375-3312,061-375-3313,10,1,11,운영(신고),narakid.co.kr,2020-06-30
화순아이샘터어린이집,전라남도,전라남도,화순군,80,7,전라남도 화순군 화순읍 실고길 6,061-375-8685,061-375-8684,8,1,16,운영(신고),http://info.childcare.go.kr,2020-06-30
화순어린이집,전라남도,전라남도,화순군,136,14,전라남도 화순군 화순읍 안양산로 11,061-374-0567,061-375-0588,8,2,13,운영(신고),http://info.childcare.go.kr,2020-06-30
화순천재어린이집,전라남도,전라남도,화순군,85,8,전라남도 화순군 화순읍 부처샘길 5-1,061-374-5351,061-374-5352,7,1,10,운영(신고),cafe.daum.net/oh0j201,2020-06-30
관산어린이집,전라남도,전라남도,장흥군,29,6,전라남도 장흥군 내학1길 8,061-867-3411,061-867-9551,7,2,6,운영(신고),http://info.childcare.go.kr,2020-06-30
관음어린이집,전라남도,전라남도,장흥군,29,8,전라남도 장흥군 장흥읍 장원길 50,061-863-7547,061-862-7547,4,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
국공립동화어린이집,전라남도,전라남도,장흥군,95,12,전라남도 장흥군 장흥읍 흥성로 225-1,061-864-5200,,6,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
국공립무지개어린이집,전라남도,전라남도,장흥군,34,11,전라남도 장흥군 장흥읍 북부로 3 휴먼시아내,061-864-0468,061-864-0469,4,1,6,운영(신고),http://cafe.naver.com/8640468,2020-06-30
국공립성모어린이집,전라남도,전라남도,장흥군,70,11,전라남도 장흥군 장흥읍 의향길 15,061-864-7001,061-864-7009,5,1,5,운영(신고),http://cafe.daum.net/1004sungmo,2020-06-30
국공립장평보듬이나눔이어린이집,전라남도,전라남도,장흥군,20,4,전라남도 장흥군 장평면 골안길 2-13,061-862-0368,061-862-9548,3,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
국공립제일보듬이나눔이어린이집,전라남도,전라남도,장흥군,75,12,전라남도 장흥군 장흥읍 동부로 31-7,061-862-7484,061-863-7484,5,1,10,운영(신고),cafe.naver.com/jjchildren,2020-06-30
국공립효성어린이집,전라남도,전라남도,장흥군,60,12,전라남도 장흥군 장흥읍 흥성로 37-8,061-863-8184,061-863-8185,5,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
대덕어린이집,전라남도,전라남도,장흥군,80,10,전라남도 장흥군 거정4길 15-16,061-867-1482,061-867-7210,7,1,8,운영(신고),daeaok.kid.ph,2020-06-30
명덕어린이집,전라남도,전라남도,장흥군,64,7,전라남도 장흥군 회진면 회진로 863,061-867-6934,061-867-6935,5,1,5,운영(신고),http://info.childcare.go.kr,2020-06-30
사랑어린이집,전라남도,전라남도,장흥군,20,4,전라남도 장흥군 북부로 39 103호(수창아트빌),061-863-7595,061-864-7595,3,1,5,운영(신고),http://info.childcare.go.kr,2020-06-30
아이사랑어린이집,전라남도,전라남도,장흥군,20,8,전라남도 장흥군 장흥읍 장흥로 80 코아루 해피트리 관리동,061-863-0100,061-863-0100,3,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
용산어린이집,전라남도,전라남도,장흥군,68,11,전라남도 장흥군 장흥대로 2437,061-862-8176,061-862-8176,5,1,0,운영(신고),http://info.childcare.go.kr,2020-06-30
장흥 공동육아 협동조합 신나는놀이터 어린이집,전라남도,전라남도,장흥군,20,5,전라남도 장흥군 장흥읍 진골목길 37,061-863-0942,061-864-7942,4,1,7,운영(신고),cafe.daum.net/singongdong,2020-06-30
장흥에덴어린이집,전라남도,전라남도,장흥군,79,12,전라남도 장흥군 장흥읍 동교로 63-22 장흥에덴어린이집,061-863-1143,061-864-1143,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
행복한어린이집,전라남도,전라남도,장흥군,20,5,전라남도 장흥군 장흥읍 동교로 67 수창휴그린 201동 103호,061-864-0972,061-864-0973,3,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
국공립 성전어린이집,전라남도,전라남도,강진군,39,8,전라남도 강진군 성전면 예향로 11-14,061-434-1233,061-434-1233,4,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
도암어린이집,전라남도,전라남도,강진군,39,7,전라남도 강진군 도암면 도암중앙로 86-2,061-432-0908,061-434-1005,6,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
룸비니영아전담어린이집,전라남도,전라남도,강진군,36,9,전라남도 강진군 강진읍 영랑생가길 20-2,061-434-7781,061-434-0781,5,1,10,운영(신고),http://info.childcare.go.kr,2020-06-30
무지개 영아전담 어린이집,전라남도,전라남도,강진군,35,4,전라남도 강진군 강진읍 중앙동길 22,061-433-0477,061-434-1477,4,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
새롬영아전담어린이집,전라남도,전라남도,강진군,24,7,전라남도 강진군 강진읍 고성길 60,061-434-7100,061-434-4997,3,1,10,운영(신고),http://cafe.daum.net/hosannakid,2020-06-30
새하늘어린이집,전라남도,전라남도,강진군,144,21,전라남도 강진군 군동면 영포4길 14,061-433-5675,061-434-5675,8,2,8,운영(신고),www.saehaneul.co.kr,2020-06-30
성화어린이집,전라남도,전라남도,강진군,39,5,전라남도 강진군 강진읍 영랑로 56,061-434-2002,061-434-2002,5,2,9,운영(신고),http://info.childcare.go.kr,2020-06-30
씨튼어린이집,전라남도,전라남도,강진군,130,21,전라남도 강진군 강진읍 금릉2길 24,061-433-9512,061-433-9515,11,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
은파어린이집,전라남도,전라남도,강진군,99,15,전라남도 강진군 강진읍 향교로 68-14,061-433-4097,061-433-4098,9,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
인화영아전담어린이집,전라남도,전라남도,강진군,36,5,전라남도 강진군 강진읍 서문길 42,061-433-3693,061-434-3693,4,0,6,운영(신고),http://info.childcare.go.kr,2020-06-30
칠량어린이집,전라남도,전라남도,강진군,39,7,전라남도 강진군 칠량면 칠량로 71-6,061-432-7173,061-432-7174,4,1,14,운영(신고),http://info.childcare.go.kr,2020-06-30
파랑새장애아전담어린이집,전라남도,전라남도,강진군,44,12,전라남도 강진군 군동면 호계길 60,061-432-1003,061-432-3699,13,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
푸른들어린이집,전라남도,전라남도,강진군,99,15,전라남도 강진군 강진읍 고성길 22,061-433-8838,061-433-8579,8,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
한별영아전담어린이집,전라남도,전라남도,강진군,49,9,전라남도 강진군 강진읍 삼일로 48,061-434-3151,061-432-3152,4,0,11,운영(신고),http://info.childcare.go.kr,2020-06-30
호산나어린이집,전라남도,전라남도,강진군,80,5,전라남도 강진군 강진읍 고성길 60,061-434-4996,061-434-4997,7,4,16,운영(신고),http://cafe.daum.net/hosannakid,2020-06-30
공립시등어린이집,전라남도,전라남도,해남군,70,9,전라남도 해남군 시등로 112-38,061-532-2896,,8,3,7,운영(신고),http://info.childcare.go.kr,2020-06-30
공립해남어린이집,전라남도,전라남도,해남군,49,10,전라남도 해남군 해남읍 교육청길 54 공립해남어린이집,061-537-2026,061-537-3026,5,0,5,운영(신고),http://cafe.naver.com/isarang65,2020-06-30
공립해담어린이집,전라남도,전라남도,해남군,29,11,전라남도 해남군 해남읍 교육청길 41,061-535-8500,061-535-8505,4,1,9,운영(신고),http://info.childcare.go.kr,2020-06-30
공립화원어린이집,전라남도,전라남도,해남군,39,5,전라남도 해남군 화원면 금평길 193,061-535-0019,,6,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
동심어린이집,전라남도,전라남도,해남군,57,12,전라남도 해남군 해남읍 서성1길 31,061-537-0036,061-537-0036,5,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
둘리어린이집,전라남도,전라남도,해남군,39,7,전라남도 해남군 해남읍 남부길 67,061-536-8444,,4,1,9,운영(신고),http://info.childcare.go.kr,2020-06-30
리틀어린이집,전라남도,전라남도,해남군,86,17,전라남도 해남군 해남읍 구교3길 17-1,061-533-5353,061-533-5575,6,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
벧엘특수어린이집,전라남도,전라남도,해남군,45,19,전라남도 해남군 해남읍 응달길 540,061-537-6010,061-537-6013,9,0,10,운영(신고),http://info.childcare.go.kr,2020-06-30
사회복지법인 산이어린이집,전라남도,전라남도,해남군,120,7,전라남도 해남군 산이면 초두길 60,061-532-0656,061-532-0656,8,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
색동어린이집,전라남도,전라남도,해남군,81,17,전라남도 해남군 해남읍 해리4길 2-3,061-536-1916,061-537-1916,8,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
서림어린이집,전라남도,전라남도,해남군,98,17,전라남도 해남군 해남읍 남부길 76,061-536-3274,061-533-1486,7,2,9,운영(신고),http://info.childcare.go.kr,2020-06-30
송지중앙어린이집,전라남도,전라남도,해남군,39,8,전라남도 해남군 송지면 산정1길 14,061-535-4489,061-534-2711,5,2,7,운영(신고),http://info.childcare.go.kr,2020-06-30
시온어린이집,전라남도,전라남도,해남군,39,13,전라남도 해남군 해남읍 구교1길 17-4,061-536-6869,061-537-6869,5,1,16,운영(신고),http://info.childcare.go.kr,2020-06-30
신생어린이집,전라남도,전라남도,해남군,95,9,전라남도 해남군 문내면 우수영안길 5-8,061-534-1182,061-532-1172,7,1,18,운영(신고),http://info.childcare.go.kr,2020-06-30
아트빌어린이집,전라남도,전라남도,해남군,182,28,전라남도 해남군 해남읍 서림길 17,061-532-9999,061-537-8818,13,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
예닮어린이집,전라남도,전라남도,해남군,39,10,전라남도 해남군 해남읍 구교3길 33,061-536-1925,061-536-1926,4,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
예찬어린이집,전라남도,전라남도,해남군,20,5,전라남도 해남군 해남읍 읍사무소길 16 예찬어린이집,061-535-1048,061-535-1048,3,0,12,운영(신고),http://info.childcare.go.kr,2020-06-30
천진어린이집,전라남도,전라남도,해남군,95,9,전라남도 해남군 해남읍 팔복길 41-7,061-536-4438,061-537-4438,5,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
한듬어린이집,전라남도,전라남도,해남군,75,14,전라남도 해남군 해남읍 군청길 65,061-536-7427,061-534-5108,6,1,14,운영(신고),http://info.childcare.go.kr,2020-06-30
해남복지어린이집,전라남도,전라남도,해남군,183,7,전라남도 해남군 해남읍 중앙1로 14-14,061-536-7077,061-536-7073,10,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
해남원광어린이집,전라남도,전라남도,해남군,42,10,전라남도 해남군 해남읍 군청길 58,061-534-8822,061-532-7711,4,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
화산어린이집,전라남도,전라남도,해남군,90,8,전라남도 해남군 화산면 송평로 59-17,061-534-4271,061-534-4272,6,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
공립금정어린이집,전라남도,전라남도,영암군,20,5,전라남도 영암군 용두로 11-21,061-471-4513,,3,1,16,운영(신고),http://info.childcare.go.kr,2020-06-30
공립삼호아이숲어린이집,전라남도,전라남도,영암군,66,11,전라남도 영암군 삼호읍 대불주거6로 16,061-462-1230,,6,1,6,미운영,http://info.childcare.go.kr,2020-06-30
공립송죽어린이집,전라남도,전라남도,영암군,57,9,전라남도 영암군 신북면 황금동로 36-26,061-472-9243,,5,1,7,운영(신고),http://info.childcare.go.kr,2020-06-30
공립아이린어린이집,전라남도,전라남도,영암군,31,11,전라남도 영암군 삼호읍 삼호중앙로 214,061-462-1805,061-464-1805,4,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
공립아이조아어린이집,전라남도,전라남도,영암군,23,9,전라남도 영암군 삼호중앙로 222 (영암용앙2휴먼시아),061-464-1235,061-464-1232,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
굿모닝 어린이집,전라남도,전라남도,영암군,19,4,전라남도 영암군 삼호읍 대불주거로 81-15  한양아파트 102동 102호,061-461-1418,061-461-1419,3,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
나란타어린이집,전라남도,전라남도,영암군,34,8,전라남도 영암군 영암읍 역몰길 12,061-473-5736,061-471-0333,4,2,3,운영(신고),http://info.childcare.go.kr,2020-06-30
다솜어린이집,전라남도,전라남도,영암군,16,5,전라남도 영암군 삼호읍 대불주거로 160 106동 103호 금호타운,061-462-2287,061-462-2287,3,2,21,운영(신고),http://info.childcare.go.kr,2020-06-30
대불나래어린이집,전라남도,전라남도,영암군,79,7,전라남도 영암군 삼호읍 대불주거3로 75 대불나래어린이집,061-463-0191,061-463-0192,5,1,9,운영(신고),http://info.childcare.go.kr,2020-06-30
도포 한마음 어린이집,전라남도,전라남도,영암군,90,8,전라남도 영암군 도포면 마한로 791,061-471-0027,061-471-1027,6,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
독천교회낭주어린이집,전라남도,전라남도,영암군,74,6,전라남도 영암군 학산면 영산로 28-13,061-472-4205,061-472-4201,6,1,4,운영(신고),www.nangjukids.com,2020-06-30
또래어린이집,전라남도,전라남도,영암군,19,3,전라남도 영암군 영암읍 남문로 37 하늘빌 102동101호,061-471-4234,,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
렉시안어린이집,전라남도,전라남도,영암군,19,7,전라남도 영암군 삼호읍 대불주거로 55-30,061-464-1365,,3,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
명신어린이집,전라남도,전라남도,영암군,55,6,전라남도 영암군 학산면 영산로 24,061-472-3343,061-473-1731,5,1,9,운영(신고),키즈노트,2020-06-30
미암어린이집,전라남도,전라남도,영암군,51,9,전라남도 영암군 미암면 잿등로 11,061-473-1753,061-472-5250,5,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
보배어린이집,전라남도,전라남도,영암군,16,6,"전라남도 영암군 삼호읍 대불주거로 160 102동 107호(용앙리, 금호타운)",061-462-1348,061-462-1348,3,2,16,운영(신고),http://info.childcare.go.kr,2020-06-30
삼호교회어린이집,전라남도,전라남도,영암군,105,17,전라남도 영암군 삼호읍 세가래로 30 삼호교회 어린이집,061-462-0639,061-462-0638,8,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
삼호실로암어린이집,전라남도,전라남도,영암군,47,18,전라남도 영암군 삼호읍 녹색로 1126-135,061-464-8275,061-464-8276,11,1,18,운영(신고),http://info.childcare.go.kr,2020-06-30
삼호어린이집,전라남도,전라남도,영암군,162,22,전라남도 영암군 삼호읍 중앙촌길 17-8,061-462-5970,061-464-5970,15,1,4,운영(신고),http://samhoi.happyihome.com,2020-06-30
삼호한마음어린이집,전라남도,전라남도,영암군,36,6,전라남도 영암군 삼호읍 신항로 63-12,061-461-2337,061-461-2337,3,1,8,미운영,http://info.childcare.go.kr,2020-06-30
시종백합어린이집,전라남도,전라남도,영암군,55,10,전라남도 영암군 시종면 내동화산길 10,061-473-2706,061-472-7631,7,1,7,운영(신고),www.lilykid.net,2020-06-30
신북교회어린이집,전라남도,전라남도,영암군,56,8,전라남도 영암군 신북면 간은정로 18-17,061-471-6004,061-471-6007,3,1,23,운영(신고),http://info.childcare.go.kr,2020-06-30
썬대교어린이집,전라남도,전라남도,영암군,139,16,전라남도 영암군 삼호읍 신항로 120-32,061-461-1533,061-463-1534,12,2,4,운영(신고),http://cafe.naver.com/sundk,2020-06-30
아이스타어린이집,전라남도,전라남도,영암군,18,4,전라남도 영암군 모밀항길 39-18 영암삼호제이에스 희망가 106동101호,061-462-0975,061-462-0975,3,0,10,운영(신고),http://info.childcare.go.kr,2020-06-30
에벤에셀어린이집,전라남도,전라남도,영암군,61,14,전라남도 영암군 삼호읍 이라니길 30,061-462-4700,061-462-5902,6,1,13,운영(신고),http://info.childcare.go.kr,2020-06-30
영암바다마을 해군어린이집,전라남도,전라남도,영암군,45,10,전라남도 영암군 삼호읍 공항로 21,061-464-0027,,4,1,10,운영(신고),http://info.childcare.go.kr,2020-06-30
영암원광어린이집,전라남도,전라남도,영암군,74,5,전라남도 영암군 영암읍 성밖로 32,061-473-2354,061-472-1955,6,2,8,운영(신고),http://info.childcare.go.kr,2020-06-30
영암읍교회어린이집,전라남도,전라남도,영암군,79,9,전라남도 영암군 영암읍 서남역로 9-9,061-473-3760,061-471-3760,5,1,10,운영(신고),http://info.childcare.go.kr,2020-06-30
영애어린이집,전라남도,전라남도,영암군,111,11,전라남도 영암군 영암읍 회의촌길 26 영애어린이집,061-471-0071,061-473-2547,7,1,24,운영(신고),http://info.childcare.go.kr,2020-06-30
예원어린이집,전라남도,전라남도,영암군,146,11,전라남도 영암군 삼호읍 삼호중앙로 42,061-462-4200,061-462-3201,13,1,3,운영(신고),http://info.childcare.go.kr,2020-06-30
오감키즈어린이집,전라남도,전라남도,영암군,18,6,전라남도 영암군 삼호읍 삼호중앙로 129 퀸스빌2차203동109호,061-462-0111,061-462-0111,3,0,8,운영(신고),http://info.childcare.go.kr,2020-06-30
왕인어린이집,전라남도,전라남도,영암군,84,7,전라남도 영암군 군서면 왕인로 518-13,061-471-0003,061-471-0003,8,1,11,운영(신고),http://info.childcare.go.kr,2020-06-30
우리교회 어린이집,전라남도,전라남도,영암군,99,9,전라남도 영암군 삼호읍 모밀항길 82-13,061-462-1904,061-462-1906,6,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
월출어린이집,전라남도,전라남도,영암군,92,11,전라남도 영암군 덕진면 새터신정길 58,061-471-0016,061-471-0016,6,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
은혜어린이집,전라남도,전라남도,영암군,30,8,전라남도 영암군 삼호읍 대불주거로 102,061-462-1040,061-462-1060,3,0,13,운영(신고),http://info.childcare.go.kr,2020-06-30
일오삼어린이집,전라남도,전라남도,영암군,49,12,전라남도 영암군 삼호읍 삼호중앙로 66 일오삼어린이집,061-463-0153,061-464-0153,6,1,18,운영(신고),http://info.childcare.go.kr,2020-06-30
천사나라어린이집,전라남도,전라남도,영암군,144,15,전라남도 영암군 삼호읍 대불주거2로3길 22,061-462-1004,061-462-9004,9,1,6,운영(신고),http://info.childcare.go.kr,2020-06-30
피터팬어린이집,전라남도,전라남도,영암군,19,6,전라남도 영암군 영암읍 백년동길 22-12,061-473-9834,061-473-9834,3,0,24,운영(신고),http://info.childcare.go.kr,2020-06-30
해나라 어린이집,전라남도,전라남도,영암군,180,11,전라남도 영암군 삼호읍 모밀항길 39-64,061-461-0303,061-464-3030,11,1,12,운영(신고),http://info.childcare.go.kr,2020-06-30
황토어린이집,전라남도,전라남도,영암군,45,11,전라남도 영암군 영암읍 남문밖길 3-21,061-471-0471,061-473-2447,8,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
희망가어린이집,전라남도,전라남도,영암군,22,5,전라남도 영암군 모밀항길 39-18 희망가아파트 복리동,061-463-0033,061-463-0034,4,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
골드디움어린이집,전라남도,전라남도,무안군,27,7,전라남도 무안군 삼향읍 남악5로72번길 81-21 골드디움 아파트,061-281-0373,061-282-0373,4,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
꽃무지어린이집,전라남도,전라남도,무안군,45,9,전라남도 무안군 삼향읍 남악5로72번길 7,061-282-1339,061-283-1339,5,0,5,운영(신고),http://info.childcare.go.kr,2020-06-30
남악공립어린이집,전라남도,전라남도,무안군,36,9,전라남도 무안군 삼향읍 남악2로74번길 42 남악주공관리동 내 남악공립어린이집,061-282-5492,061-282-5490,3,2,4,운영(신고),http://cafe.daum.net/namakkids,2020-06-30
남악호산나어린이집,전라남도,전라남도,무안군,20,6,"전라남도 무안군 삼향읍 남악2로74번길 13 203동 103호(남악리, 오룡마을휴먼시아아파트)",061-283-0675,061-283-0675,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
도담어린이집,전라남도,전라남도,무안군,20,5,"전라남도 무안군 삼향읍 남악5로22번길 60 107동 104호(남악리, 남악신도시경남아너스빌)",061-282-5122,061-287-5122,3,3,5,운영(신고),http://info.childcare.go.kr,2020-06-30
도림어린이집,전라남도,전라남도,무안군,20,5,전라남도 무안군 삼향읍 남악2로74번길 14 아이파크 108동 104호,061-287-8588,061-287-8588,3,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
둘리어린이집,전라남도,전라남도,무안군,18,6,"전라남도 무안군 삼향읍 남악4로82번길 31 102동 106호(남악리, 근화베아채)",061-281-0433,061-281-0543,3,2,5,운영(신고),http://info.childcare.go.kr,2020-06-30
둥지어린이집,,전라남도,무안군,39,6,전라남도 무안군 청계면 백련동2길 5-12,061-453-1006,061-453-1006,4,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
드림어린이집,,전라남도,무안군,90,8,전라남도 무안군 무안읍 승달로 67,061-454-2626,061-453-2017,5,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
레지오어린이집,,전라남도,무안군,27,9,전라남도 무안군 삼향읍 남악2로74번길 14 현대아이파크 단지내 복지동,061-283-0142,061-980-0193,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
리틀드림어린이집,,전라남도,무안군,24,8,전라남도 무안군 무안읍 승달로 67-1,061-454-1900,061-453-2017,2,1,8,운영(신고),http://info.childcare.go.kr,2020-06-30
무안어린이집,,전라남도,무안군,99,12,전라남도 무안군 무안읍 교촌길 6,061-453-2228,061-454-7786,7,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
사랑숲어린이집,,전라남도,무안군,20,4,"전라남도 무안군 삼향읍 남악5로22번길 60 104동 103호(남악리, 남악신도시경남아너스빌)",061-285-5137,,3,2,4,운영(신고),http://info.childcare.go.kr,2020-06-30
사랑어린이집,,전라남도,무안군,31,8,전라남도 무안군 삼향읍 남악4로34번길 8 모아엘가 복리동,061-284-1448,061-284-1440,3,1,30,운영(신고),http://info.childcare.go.kr,2020-06-30
산들바람어린이집,,전라남도,무안군,176,27,전라남도 무안군 삼향읍 오룡동길 65-1 산들바람어린이집,061-285-3285,061-284-3285,16,2,5,운영(신고),http://info.childcare.go.kr,2020-06-30
샛별어린이집,,전라남도,무안군,20,7,"전라남도 무안군 삼향읍 남악영산길 39 106동 102호(남악리, 신동아파밀리에아파트)",061-282-7550,061-282-7552,4,0,7,운영(신고),http://info.childcare.go.kr,2020-06-30
소화어린이집,,전라남도,무안군,110,12,전라남도 무안군 무안읍 무안로 517,061-454-2091,061-454-2091,7,1,5,운영(신고),http://info.childcare.go.kr,2020-06-30
아이꿈어린이집,,전라남도,무안군,39,10,전라남도 무안군 삼향읍 남악4로82번길 31 복리동,061-284-5343,061-284-5543,4,0,4,운영(신고),http://cafe.daum.net/iggm,2020-06-30
아이뜰어린이집,,전라남도,무안군,20,4,전라남도 무안군 삼향읍 남악2로74번길 13 오룡휴먼시아 205동 103호,061-287-2250,061-287-2250,3,0,4,운영(신고),http://info.childcare.go.kr,2020-06-30
아이리더어린이집,,전라남도,무안군,20,5,"전라남도 무안군 삼향읍 남악영산길 39 104동 105호(남악리, 신동아파밀리에아파트)",061-285-9377,061-283-9377,4,1,4,운영(신고),http://info.childcare.go.kr,2020-06-30
